% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.845	1	1	85	6	1	28	2196	0	0
0.119	1	0	12	10	3	14	775	0	0
0.683	1	1	69	4	1	28	2196	0	0
0.846	1	1	85	7	1	28	2196	0	0
0.684	1	1	69	5	1	28	2196	0	0
0.12	1	0	13	1	1	8	421	0	0
0.847	1	1	85	8	1	28	2196	0	0
0.258	1	0	26	9	1	8	349	0	0
0.258	1	0	26	9	2	28	373	0	0
0.685	1	1	69	6	1	28	2196	0	0
0.848	1	1	85	9	1	28	2196	0	0
0.121	1	0	13	2	1	8	421	0	0
0.686	1	1	69	7	1	28	2196	0	0
0.259	1	0	26	10	3	14	389	0	0
0.259	1	0	26	10	4	20	293	0	0
0.259	1	0	26	10	5	22	349	0	0
0.849	1	1	85	10	1	28	2196	0	0
0.687	1	1	69	8	1	28	2196	0	0
0.85	1	1	86	1	1	28	2196	0	0
0.122	1	0	13	3	3	14	775	0	0
0.688	1	1	69	9	1	28	2196	0	0
0.851	1	1	86	2	1	28	2196	0	0
0.123	1	0	13	4	5	22	1383	0	0
0.852	1	1	86	3	1	28	2196	0	0
0.689	1	1	69	10	1	28	2196	0	0
0.69	1	1	70	1	1	28	2196	0	0
0.853	1	1	86	4	1	28	2196	0	0
0.26	1	0	27	1	1	8	317	0	0
0.26	1	0	27	1	2	28	373	0	0
0.26	1	0	27	1	4	20	97	0	0
0.124	1	0	13	5	4	20	1191	0	0
0.854	1	1	86	5	1	28	2196	0	0
0.691	1	1	70	2	1	28	2196	0	0
0.261	1	0	27	2	1	8	32	0	0
0.261	1	0	27	2	3	14	317	0	0
0.261	1	0	27	2	4	20	293	0	0
0.261	1	0	27	2	5	22	349	0	0
0.855	1	1	86	6	1	28	2196	0	0
0.692	1	1	70	3	1	28	2196	0	0
0.125	1	0	13	6	1	8	421	0	0
0.856	1	1	86	7	1	28	2196	0	0
0.693	1	1	70	4	1	28	2196	0	0
0.857	1	1	86	8	1	28	2196	0	0
0.126	1	0	13	7	2	28	2196	0	0
0.694	1	1	70	5	1	28	2196	0	0
0.858	1	1	86	9	1	28	2196	0	0
0.695	1	1	70	6	1	28	2196	0	0
0.127	1	0	13	8	1	8	421	0	0
0.859	1	1	86	10	1	28	2196	0	0
0.262	1	0	27	3	1	8	349	0	0
0.262	1	0	27	3	2	28	373	0	0
0.696	1	1	70	7	1	28	2196	0	0
0.86	1	1	87	1	1	28	2196	0	0
0.263	1	0	27	4	3	14	317	0	0
0.263	1	0	27	4	4	20	389	0	0
0.263	1	0	27	4	5	22	349	0	0
0.697	1	1	70	8	1	28	2196	0	0
0.128	1	0	13	9	3	14	775	0	0
0.861	1	1	87	2	1	28	2196	0	0
0.698	1	1	70	9	1	28	2196	0	0
0.862	1	1	87	3	1	28	2196	0	0
0.129	1	0	13	10	1	8	421	0	0
0.699	1	1	70	10	1	28	2196	0	0
0.863	1	1	87	4	1	28	2196	0	0
0.864	1	1	87	5	1	28	2196	0	0
0.7	1	1	71	1	1	28	2196	0	0
0.13	1	0	14	1	4	20	1191	0	0
0.264	1	0	27	5	1	8	317	0	0
0.865	1	1	87	6	1	28	2196	0	0
0.264	1	0	27	5	2	28	373	0	0
0.264	1	0	27	5	3	14	61	0	0
0.701	1	1	71	2	1	28	2196	0	0
0.866	1	1	87	7	1	28	2196	0	0
0.131	1	0	14	2	5	22	1383	0	0
0.702	1	1	71	3	1	28	2196	0	0
0.265	1	0	27	6	1	8	32	0	0
0.265	1	0	27	6	3	14	317	0	0
0.265	1	0	27	6	4	20	293	0	0
0.265	1	0	27	6	5	22	349	0	0
0.867	1	1	87	8	1	28	2196	0	0
0.703	1	1	71	4	1	28	2196	0	0
0.868	1	1	87	9	1	28	2196	0	0
0.132	1	0	14	3	3	14	775	0	0
0.704	1	1	71	5	1	28	2196	0	0
0.869	1	1	87	10	1	28	2196	0	0
0.133	1	0	14	4	1	8	421	0	0
0.705	1	1	71	6	1	28	2196	0	0
0.87	1	1	88	1	1	28	2196	0	0
0.706	1	1	71	7	1	28	2196	0	0
0.266	1	0	27	7	1	8	349	0	0
0.266	1	0	27	7	2	28	373	0	0
0.871	1	1	88	2	1	28	2196	0	0
0.134	1	0	14	5	1	8	421	0	0
0.872	1	1	88	3	1	28	2196	0	0
0.707	1	1	71	8	1	28	2196	0	0
0.267	1	0	27	8	3	14	317	0	0
0.267	1	0	27	8	4	20	389	0	0
0.267	1	0	27	8	5	22	349	0	0
0.708	1	1	71	9	1	28	2196	0	0
0.873	1	1	88	4	1	28	2196	0	0
0.135	1	0	14	6	3	14	775	0	0
0.874	1	1	88	5	1	28	2196	0	0
0.709	1	1	71	10	1	28	2196	0	0
0.268	1	0	27	9	1	8	317	0	0
0.268	1	0	27	9	2	28	185	0	0
0.268	1	0	27	9	3	14	125	0	0
0.875	1	1	88	6	1	28	2196	0	0
0.71	1	1	72	1	1	28	2196	0	0
0.136	1	0	14	7	1	8	421	0	0
0.269	1	0	27	10	1	8	32	0	0
0.269	1	0	27	10	2	28	185	0	0
0.269	1	0	27	10	3	14	253	0	0
0.269	1	0	27	10	4	20	293	0	0
0.269	1	0	27	10	5	22	349	0	0
0.876	1	1	88	7	1	28	2196	0	0
0.711	1	1	72	2	1	28	2196	0	0
0.137	1	0	14	8	4	20	1191	0	0
0.877	1	1	88	8	1	28	2196	0	0
0.712	1	1	72	3	1	28	2196	0	0
0.878	1	1	88	9	1	28	2196	0	0
0.713	1	1	72	4	1	28	2196	0	0
0.138	1	0	14	9	2	28	2196	0	0
0.879	1	1	88	10	1	28	2196	0	0
0.714	1	1	72	5	1	28	2196	0	0
0.88	1	1	89	1	1	28	2196	0	0
0.139	1	0	14	10	5	22	1383	0	0
0.27	1	0	28	1	1	8	317	0	0
0.27	1	0	28	1	2	28	185	0	0
0.27	1	0	28	1	4	20	193	0	0
0.715	1	1	72	6	1	28	2196	0	0
0.271	1	0	28	2	1	8	101	0	0
0.271	1	0	28	2	2	28	185	0	0
0.271	1	0	28	2	3	14	317	0	0
0.271	1	0	28	2	5	22	349	0	0
0.716	1	1	72	7	1	28	2196	0	0
0.14	1	0	15	1	1	8	421	0	0
0.881	1	1	89	2	1	28	2196	0	0
0.882	1	1	89	3	1	28	2196	0	0
0.717	1	1	72	8	1	28	2196	0	0
0.141	1	0	15	2	3	14	775	0	0
0.718	1	1	72	9	1	28	2196	0	0
0.883	1	1	89	4	1	28	2196	0	0
0.884	1	1	89	5	1	28	2196	0	0
0.719	1	1	72	10	1	28	2196	0	0
0.142	1	0	15	3	1	8	421	0	0
0.272	1	0	28	3	1	8	241	0	0
0.272	1	0	28	3	3	14	61	0	0
0.272	1	0	28	3	4	20	389	0	0
0.885	1	1	89	6	1	28	2196	0	0
0.72	1	1	73	1	1	28	2196	0	0
0.886	1	1	89	7	1	28	2196	0	0
0.143	1	0	15	4	1	8	421	0	0
0.273	1	0	28	4	1	8	67	0	0
0.273	1	0	28	4	2	28	373	0	0
0.273	1	0	28	4	3	14	317	0	0
0.273	1	0	28	4	5	22	349	0	0
0.721	1	1	73	2	1	28	2196	0	0
0.887	1	1	89	8	1	28	2196	0	0
0.722	1	1	73	3	1	28	2196	0	0
0.144	1	0	15	5	4	20	1191	0	0
0.888	1	1	89	9	1	28	2196	0	0
0.723	1	1	73	4	1	28	2196	0	0
0.889	1	1	89	10	1	28	2196	0	0
0.145	1	0	15	6	3	14	775	0	0
0.724	1	1	73	5	1	28	2196	0	0
0.89	1	1	90	1	1	28	2196	0	0
0.725	1	1	73	6	1	28	2196	0	0
0.891	1	1	90	2	1	28	2196	0	0
0.146	1	0	15	7	1	8	421	0	0
0.274	1	0	28	5	1	8	317	0	0
0.274	1	0	28	5	4	20	293	0	0
0.892	1	1	90	3	1	28	2196	0	0
0.726	1	1	73	7	1	28	2196	0	0
0.147	1	0	15	8	5	22	1383	0	0
0.893	1	1	90	4	1	28	2196	0	0
0.275	1	0	28	6	2	28	373	0	0
0.275	1	0	28	6	3	14	389	0	0
0.275	1	0	28	6	4	20	97	0	0
0.275	1	0	28	6	5	22	349	0	0
0.727	1	1	73	8	1	28	2196	0	0
0.894	1	1	90	5	1	28	2196	0	0
0.728	1	1	73	9	1	28	2196	0	0
0.148	1	0	15	9	1	8	421	0	0
0.276	1	0	28	7	1	8	317	0	0
0.276	1	0	28	7	4	20	293	0	0
0.895	1	1	90	6	1	28	2196	0	0
0.729	1	1	73	10	1	28	2196	0	0
0.896	1	1	90	7	1	28	2196	0	0
0.73	1	1	74	1	1	28	2196	0	0
0.149	1	0	15	10	3	14	775	0	0
0.897	1	1	90	8	1	28	2196	0	0
0.731	1	1	74	2	1	28	2196	0	0
0.898	1	1	90	9	1	28	2196	0	0
0.15	1	0	16	1	2	28	2196	0	0
0.732	1	1	74	3	1	28	2196	0	0
0.899	1	1	90	10	1	28	2196	0	0
0.733	1	1	74	4	1	28	2196	0	0
0.151	1	0	16	2	4	20	1191	0	0
0.277	1	0	28	8	1	8	67	0	0
0.277	1	0	28	8	2	28	373	0	0
0.277	1	0	28	8	3	14	317	0	0
0.277	1	0	28	8	5	22	349	0	0
0.734	1	1	74	5	1	28	2196	0	0
0.152	1	0	16	3	1	8	421	0	0
0.735	1	1	74	6	1	28	2196	0	0
0.278	1	0	28	9	1	8	277	0	0
0.278	1	0	28	9	4	20	389	0	0
0.153	1	0	16	4	1	8	421	0	0
0.736	1	1	74	7	1	28	2196	0	0
0.737	1	1	74	8	1	28	2196	0	0
0.154	1	0	16	5	3	14	775	0	0
0.738	1	1	74	9	1	28	2196	0	0
0.155	1	0	16	6	5	22	1383	0	0
0.739	1	1	74	10	1	28	2196	0	0
0.279	1	0	28	10	1	8	67	0	0
0.279	1	0	28	10	2	28	373	0	0
0.279	1	0	28	10	3	14	317	0	0
0.279	1	0	28	10	5	22	349	0	0
0.74	1	1	75	1	1	28	2196	0	0
0.156	1	0	16	7	1	8	421	0	0
0.741	1	1	75	2	1	28	2196	0	0
0.157	1	0	16	8	4	20	1191	0	0
0.28	1	0	29	1	1	8	277	0	0
0.28	1	0	29	1	3	14	61	0	0
0.28	1	0	29	1	4	20	293	0	0
0.742	1	1	75	3	1	28	2196	0	0
0.281	1	0	29	2	1	8	67	0	0
0.281	1	0	29	2	2	28	373	0	0
0.281	1	0	29	2	3	14	317	0	0
0.281	1	0	29	2	5	22	349	0	0
0.158	1	0	16	9	3	14	775	0	0
0.743	1	1	75	4	1	28	2196	0	0
0.744	1	1	75	5	1	28	2196	0	0
0.159	1	0	16	10	1	8	421	0	0
0.745	1	1	75	6	1	28	2196	0	0
0.16	1	0	17	1	1	8	421	0	0
0.746	1	1	75	7	1	28	2196	0	0
0.747	1	1	75	8	1	28	2196	0	0
0.161	1	0	17	2	5	22	1383	0	0
0.282	1	0	29	3	1	8	277	0	0
0.282	1	0	29	3	4	20	389	0	0
0.748	1	1	75	9	1	28	2196	0	0
0.162	1	0	17	3	2	28	2196	0	0
0.749	1	1	75	10	1	28	2196	0	0
0.283	1	0	29	4	1	8	67	0	0
0.283	1	0	29	4	2	28	373	0	0
0.283	1	0	29	4	3	14	317	0	0
0.283	1	0	29	4	5	22	349	0	0
0.75	1	1	76	1	1	28	2196	0	0
0.163	1	0	17	4	3	14	775	0	0
0.751	1	1	76	2	1	28	2196	0	0
0.164	1	0	17	5	1	8	421	0	0
0.752	1	1	76	3	1	28	2196	0	0
0.165	1	0	17	6	4	20	1191	0	0
0.753	1	1	76	4	1	28	2196	0	0
0.284	1	0	29	5	1	8	277	0	0
0.284	1	0	29	5	3	14	61	0	0
0.284	1	0	29	5	4	20	293	0	0
0.754	1	1	76	5	1	28	2196	0	0
0.166	1	0	17	7	1	8	421	0	0
0.755	1	1	76	6	1	28	2196	0	0
0.285	1	0	29	6	1	8	101	0	0
0.285	1	0	29	6	2	28	185	0	0
0.285	1	0	29	6	3	14	317	0	0
0.285	1	0	29	6	5	22	349	0	0
0.167	1	0	17	8	3	14	775	0	0
0.756	1	1	76	7	1	28	2196	0	0
0.168	1	0	17	9	1	8	421	0	0
0.286	1	0	29	7	1	8	241	0	0
0.286	1	0	29	7	2	28	185	0	0
0.286	1	0	29	7	4	20	389	0	0
0.757	1	1	76	8	1	28	2196	0	0
0.169	1	0	17	10	5	22	1383	0	0
0.287	1	0	29	8	1	8	137	0	0
0.287	1	0	29	8	3	14	317	0	0
0.287	1	0	29	8	5	22	349	0	0
0.758	1	1	76	9	1	28	2196	0	0
0.17	1	0	18	1	1	8	421	0	0
0.288	1	0	29	9	1	8	241	0	0
0.288	1	0	29	9	2	28	373	0	0
0.288	1	0	29	9	4	20	293	0	0
0.759	1	1	76	10	1	28	2196	0	0
0.171	1	0	18	2	4	20	1191	0	0
0.289	1	0	29	10	1	8	32	0	0
0.289	1	0	29	10	3	14	389	0	0
0.289	1	0	29	10	4	20	193	0	0
0.289	1	0	29	10	5	22	349	0	0
0.76	1	1	77	1	1	28	2196	0	0
0.172	1	0	18	3	3	14	775	0	0
0.29	1	0	30	1	1	8	349	0	0
0.29	1	0	30	1	2	28	373	0	0
0.761	1	1	77	2	1	28	2196	0	0
0.173	1	0	18	4	1	8	421	0	0
0.762	1	1	77	3	1	28	2196	0	0
0.291	1	0	30	2	3	14	317	0	0
0.291	1	0	30	2	4	20	389	0	0
0.291	1	0	30	2	5	22	349	0	0
0.174	1	0	18	5	2	28	2196	0	0
0.763	1	1	77	4	1	28	2196	0	0
0.292	1	0	30	3	1	8	317	0	0
0.292	1	0	30	3	2	28	373	0	0
0.292	1	0	30	3	3	14	61	0	0
0.764	1	1	77	5	1	28	2196	0	0
0.175	1	0	18	6	1	8	421	0	0
0.293	1	0	30	4	1	8	32	0	0
0.293	1	0	30	4	3	14	317	0	0
0.293	1	0	30	4	4	20	293	0	0
0.293	1	0	30	4	5	22	349	0	0
0.765	1	1	77	6	1	28	2196	0	0
0.176	1	0	18	7	3	14	775	0	0
0.294	1	0	30	5	1	8	317	0	0
0.294	1	0	30	5	2	28	373	0	0
0.294	1	0	30	5	4	20	97	0	0
0.766	1	1	77	7	1	28	2196	0	0
0.177	1	0	18	8	5	22	1383	0	0
0.295	1	0	30	6	1	8	32	0	0
0.295	1	0	30	6	3	14	317	0	0
0.295	1	0	30	6	4	20	293	0	0
0.295	1	0	30	6	5	22	349	0	0
0.767	1	1	77	8	1	28	2196	0	0
0.178	1	0	18	9	4	20	1191	0	0
0.768	1	1	77	9	1	28	2196	0	0
0.296	1	0	30	7	1	8	317	0	0
0.296	1	0	30	7	2	28	373	0	0
0.296	1	0	30	7	3	14	61	0	0
0.179	1	0	18	10	1	8	421	0	0
0.769	1	1	77	10	1	28	2196	0	0
0.297	1	0	30	8	3	14	317	0	0
0.297	1	0	30	8	4	20	389	0	0
0.297	1	0	30	8	5	22	349	0	0
0.77	1	1	78	1	1	28	2196	0	0
0.18	1	0	19	1	3	14	775	0	0
0.298	1	0	30	9	1	8	349	0	0
0.298	1	0	30	9	2	28	373	0	0
0.771	1	1	78	2	1	28	2196	0	0
0.181	1	0	19	2	1	8	421	0	0
0.299	1	0	30	10	1	8	32	0	0
0.299	1	0	30	10	3	14	317	0	0
0.299	1	0	30	10	4	20	293	0	0
0.299	1	0	30	10	5	22	349	0	0
0.772	1	1	78	3	1	28	2196	0	0
0.182	1	0	19	3	1	8	421	0	0
0.773	1	1	78	4	1	28	2196	0	0
0.183	1	0	19	4	4	20	1191	0	0
0.774	1	1	78	5	1	28	2196	0	0
0.184	1	0	19	5	3	14	775	0	0
0.775	1	1	78	6	1	28	2196	0	0
0.776	1	1	78	7	1	28	2196	0	0
0.185	1	0	19	6	1	8	421	0	0
0.3	1	0	31	1	1	8	317	0	0
0.3	1	0	31	1	2	28	373	0	0
0.3	1	0	31	1	3	14	61	0	0
0.777	1	1	78	8	1	28	2196	0	0
0.186	1	0	19	7	5	22	1383	0	0
0.301	1	0	31	2	3	14	317	0	0
0.301	1	0	31	2	4	20	389	0	0
0.301	1	0	31	2	5	22	349	0	0
0.778	1	1	78	9	1	28	2196	0	0
0.187	1	0	19	8	2	28	2196	0	0
0.779	1	1	78	10	1	28	2196	0	0
0.188	1	0	19	9	1	8	421	0	0
0.78	1	1	79	1	1	28	2196	0	0
0.189	1	0	19	10	3	14	775	0	0
0.781	1	1	79	2	1	28	2196	0	0
0.782	1	1	79	3	1	28	2196	0	0
0.19	1	0	20	1	1	8	421	0	0
0.302	1	0	31	3	1	8	349	0	0
0.302	1	0	31	3	2	28	373	0	0
0.783	1	1	79	4	1	28	2196	0	0
0.191	1	0	20	2	4	20	1191	0	0
0.303	1	0	31	4	3	14	389	0	0
0.303	1	0	31	4	4	20	293	0	0
0.303	1	0	31	4	5	22	349	0	0
0.784	1	1	79	5	1	28	2196	0	0
0.192	1	0	20	3	1	8	421	0	0
0.304	1	0	31	5	1	8	349	0	0
0.304	1	0	31	5	2	28	185	0	0
0.304	1	0	31	5	4	20	97	0	0
0.785	1	1	79	6	1	28	2196	0	0
0.193	1	0	20	4	5	22	1383	0	0
0.786	1	1	79	7	1	28	2196	0	0
0.194	1	0	20	5	3	14	775	0	0
0.787	1	1	79	8	1	28	2196	0	0
0.195	1	0	20	6	1	8	421	0	0
0.788	1	1	79	9	1	28	2196	0	0
0.789	1	1	79	10	1	28	2196	0	0
0.196	1	0	20	7	1	8	421	0	0
0.305	1	0	31	6	1	8	32	0	0
0.305	1	0	31	6	3	14	317	0	0
0.305	1	0	31	6	4	20	293	0	0
0.305	1	0	31	6	5	22	349	0	0
0.79	1	1	80	1	1	28	2196	0	0
0.197	1	0	20	8	4	20	1191	0	0
0.791	1	1	80	2	1	28	2196	0	0
0.306	1	0	31	7	1	8	349	0	0
0.306	1	0	31	7	2	28	373	0	0
0.198	1	0	20	9	3	14	775	0	0
0.792	1	1	80	3	1	28	2196	0	0
0.307	1	0	31	8	3	14	317	0	0
0.307	1	0	31	8	4	20	389	0	0
0.307	1	0	31	8	5	22	349	0	0
0.199	1	0	20	10	2	28	2196	0	0
0.793	1	1	80	4	1	28	2196	0	0
0.794	1	1	80	5	1	28	2196	0	0
0.2	1	0	21	1	1	8	421	0	0
0.795	1	1	80	6	1	28	2196	0	0
0.201	1	0	21	2	5	22	1383	0	0
0.796	1	1	80	7	1	28	2196	0	0
0.202	1	0	21	3	1	8	421	0	0
0.797	1	1	80	8	1	28	2196	0	0
0.798	1	1	80	9	1	28	2196	0	0
0.203	1	0	21	4	3	14	775	0	0
0.799	1	1	80	10	1	28	2196	0	0
0.204	1	0	21	5	4	20	1191	0	0
0.8	1	1	81	1	1	28	2196	0	0
0.308	1	0	31	9	1	8	317	0	0
0.308	1	0	31	9	2	28	373	0	0
0.308	1	0	31	9	3	14	61	0	0
0.205	1	0	21	6	1	8	421	0	0
0.801	1	1	81	2	1	28	2196	0	0
0.206	1	0	21	7	3	14	775	0	0
0.802	1	1	81	3	1	28	2196	0	0
0.309	1	0	31	10	1	8	32	0	0
0.309	1	0	31	10	3	14	317	0	0
0.309	1	0	31	10	4	20	293	0	0
0.309	1	0	31	10	5	22	349	0	0
0.207	1	0	21	8	1	8	421	0	0
0.803	1	1	81	4	1	28	2196	0	0
0.804	1	1	81	5	1	28	2196	0	0
0.31	1	0	32	1	1	8	349	0	0
0.31	1	0	32	1	2	28	373	0	0
0.208	1	0	21	9	5	22	1383	0	0
0.805	1	1	81	6	1	28	2196	0	0
0.311	1	0	32	2	3	14	317	0	0
0.209	1	0	21	10	1	8	421	0	0
0.311	1	0	32	2	4	20	389	0	0
0.311	1	0	32	2	5	22	349	0	0
0.806	1	1	81	7	1	28	2196	0	0
0.21	1	0	22	1	2	28	2196	0	0
0.312	1	0	32	3	1	8	317	0	0
0.312	1	0	32	3	2	28	373	0	0
0.312	1	0	32	3	3	14	61	0	0
0.807	1	1	81	8	1	28	2196	0	0
0.313	1	0	32	4	1	8	32	0	0
0.313	1	0	32	4	3	14	317	0	0
0.313	1	0	32	4	4	20	293	0	0
0.211	1	0	22	2	4	20	1191	0	0
0.313	1	0	32	4	5	22	349	0	0
0.808	1	1	81	9	1	28	2196	0	0
0.212	1	0	22	3	3	14	775	0	0
0.314	1	0	32	5	1	8	317	0	0
0.314	1	0	32	5	2	28	373	0	0
0.314	1	0	32	5	4	20	97	0	0
0.809	1	1	81	10	1	28	2196	0	0
0.213	1	0	22	4	1	8	421	0	0
0.315	1	0	32	6	3	14	389	0	0
0.315	1	0	32	6	4	20	293	0	0
0.315	1	0	32	6	5	22	349	0	0
0.81	1	1	82	1	1	28	2196	0	0
0.214	1	0	22	5	1	8	421	0	0
0.316	1	0	32	7	1	8	349	0	0
0.316	1	0	32	7	2	28	373	0	0
0.811	1	1	82	2	1	28	2196	0	0
0.215	1	0	22	6	3	14	775	0	0
0.812	1	1	82	3	1	28	2196	0	0
0.317	1	0	32	8	1	8	32	0	0
0.317	1	0	32	8	3	14	317	0	0
0.317	1	0	32	8	4	20	293	0	0
0.317	1	0	32	8	5	22	349	0	0
0.813	1	1	82	4	1	28	2196	0	0
0.318	1	0	32	9	1	8	317	0	0
0.216	1	0	22	7	5	22	1383	0	0
0.318	1	0	32	9	2	28	373	0	0
0.318	1	0	32	9	4	20	97	0	0
0.814	1	1	82	5	1	28	2196	0	0
0.319	1	0	32	10	1	8	32	0	0
0.217	1	0	22	8	1	8	421	0	0
0.319	1	0	32	10	3	14	317	0	0
0.319	1	0	32	10	4	20	293	0	0
0.319	1	0	32	10	5	22	349	0	0
0.815	1	1	82	6	1	28	2196	0	0
0.218	1	0	22	9	4	20	1191	0	0
0.32	1	0	33	1	1	8	317	0	0
0.32	1	0	33	1	2	28	185	0	0
0.32	1	0	33	1	3	14	125	0	0
0.816	1	1	82	7	1	28	2196	0	0
0.219	1	0	22	10	1	8	421	0	0
0.321	1	0	33	2	1	8	32	0	0
0.321	1	0	33	2	3	14	253	0	0
0.321	1	0	33	2	4	20	389	0	0
0.321	1	0	33	2	5	22	349	0	0
0.817	1	1	82	8	1	28	2196	0	0
0.22	1	0	23	1	3	14	775	0	0
0.322	1	0	33	3	1	8	349	0	0
0.322	1	0	33	3	2	28	373	0	0
0.818	1	1	82	9	1	28	2196	0	0
0.221	1	0	23	2	1	8	421	0	0
0.323	1	0	33	4	3	14	389	0	0
0.323	1	0	33	4	4	20	293	0	0
0.323	1	0	33	4	5	22	349	0	0
0.819	1	1	82	10	1	28	2196	0	0
0.82	1	1	83	1	1	28	2196	0	0
0.222	1	0	23	3	2	28	2196	0	0
0.324	1	0	33	5	1	8	349	0	0
0.324	1	0	33	5	2	28	373	0	0
0.821	1	1	83	2	1	28	2196	0	0
0.223	1	0	23	4	1	8	421	0	0
0.325	1	0	33	6	3	14	317	0	0
0.325	1	0	33	6	4	20	389	0	0
0.325	1	0	33	6	5	22	349	0	0
0.822	1	1	83	3	1	28	2196	0	0
0.224	1	0	23	5	5	22	1383	0	0
0.326	1	0	33	7	1	8	349	0	0
0.326	1	0	33	7	2	28	373	0	0
0.823	1	1	83	4	1	28	2196	0	0
0.225	1	0	23	6	3	14	775	0	0
0.327	1	0	33	8	3	14	389	0	0
0.327	1	0	33	8	4	20	293	0	0
0.327	1	0	33	8	5	22	349	0	0
0.824	1	1	83	5	1	28	2196	0	0
0.226	1	0	23	7	4	20	1191	0	0
0.328	1	0	33	9	1	8	317	0	0
0.328	1	0	33	9	2	28	373	0	0
0.328	1	0	33	9	4	20	97	0	0
0.825	1	1	83	6	1	28	2196	0	0
0.227	1	0	23	8	1	8	421	0	0
0.329	1	0	33	10	1	8	32	0	0
0.329	1	0	33	10	3	14	317	0	0
0.329	1	0	33	10	4	20	293	0	0
0.329	1	0	33	10	5	22	349	0	0
0.826	1	1	83	7	1	28	2196	0	0
0.228	1	0	23	9	1	8	421	0	0
0.33	1	0	34	1	1	8	349	0	0
0.33	1	0	34	1	2	28	373	0	0
0.827	1	1	83	8	1	28	2196	0	0
0.828	1	1	83	9	1	28	2196	0	0
0.229	1	0	23	10	3	14	775	0	0
0.331	1	0	34	2	3	14	317	0	0
0.331	1	0	34	2	4	20	389	0	0
0.331	1	0	34	2	5	22	349	0	0
0.829	1	1	83	10	1	28	2196	0	0
0.332	1	0	34	3	1	8	317	0	0
0.332	1	0	34	3	2	28	373	0	0
0.332	1	0	34	3	3	14	61	0	0
0.23	1	0	24	1	1	8	421	0	0
0.83	1	1	84	1	1	28	2196	0	0
0.333	1	0	34	4	1	8	32	0	0
0.333	1	0	34	4	3	14	317	0	0
0.333	1	0	34	4	4	20	293	0	0
0.333	1	0	34	4	5	22	349	0	0
0.231	1	0	24	2	4	20	1191	0	0
0.831	1	1	84	2	1	28	2196	0	0
0.334	1	0	34	5	1	8	349	0	0
0.334	1	0	34	5	2	28	373	0	0
0.232	1	0	24	3	5	22	1383	0	0
0.832	1	1	84	3	1	28	2196	0	0
0.335	1	0	34	6	3	14	317	0	0
0.335	1	0	34	6	4	20	389	0	0
0.335	1	0	34	6	5	22	349	0	0
0.233	1	0	24	4	3	14	775	0	0
0.833	1	1	84	4	1	28	2196	0	0
0.336	1	0	34	7	1	8	317	0	0
0.336	1	0	34	7	2	28	185	0	0
0.336	1	0	34	7	3	14	125	0	0
0.234	1	0	24	5	1	8	421	0	0
0.834	1	1	84	5	1	28	2196	0	0
0.337	1	0	34	8	1	8	32	0	0
0.337	1	0	34	8	2	28	185	0	0
0.337	1	0	34	8	3	14	253	0	0
0.337	1	0	34	8	4	20	293	0	0
0.337	1	0	34	8	5	22	349	0	0
0.835	1	1	84	6	1	28	2196	0	0
0.235	1	0	24	6	2	28	2196	0	0
0.836	1	1	84	7	1	28	2196	0	0
0.338	1	0	34	9	1	8	317	0	0
0.338	1	0	34	9	2	28	185	0	0
0.338	1	0	34	9	4	20	193	0	0
0.236	1	0	24	7	1	8	421	0	0
0.837	1	1	84	8	1	28	2196	0	0
0.339	1	0	34	10	1	8	137	0	0
0.339	1	0	34	10	3	14	317	0	0
0.339	1	0	34	10	5	22	349	0	0
0.237	1	0	24	8	3	14	775	0	0
0.838	1	1	84	9	1	28	2196	0	0
0.238	1	0	24	9	4	20	1191	0	0
0.34	1	0	35	1	1	8	209	0	0
0.34	1	0	35	1	2	28	373	0	0
0.34	1	0	35	1	4	20	389	0	0
0.239	1	0	24	10	1	8	421	0	0
0.341	1	0	35	2	1	8	101	0	0
0.341	1	0	35	2	3	14	389	0	0
0.341	1	0	35	2	5	22	349	0	0
0.839	1	1	84	10	1	28	2196	0	0
0.24	1	0	25	1	5	22	1383	0	0
0.84	1	1	85	1	1	28	2196	0	0
0.342	1	0	35	3	1	8	241	0	0
0.342	1	0	35	3	2	28	373	0	0
0.342	1	0	35	3	4	20	293	0	0
0.241	1	0	25	2	1	8	421	0	0
0.841	1	1	85	2	1	28	2196	0	0
0.343	1	0	35	4	1	8	137	0	0
0.343	1	0	35	4	3	14	317	0	0
0.343	1	0	35	4	5	22	349	0	0
0.242	1	0	25	3	3	14	775	0	0
0.842	1	1	85	3	1	28	2196	0	0
0.344	1	0	35	5	1	8	209	0	0
0.344	1	0	35	5	2	28	373	0	0
0.344	1	0	35	5	4	20	389	0	0
0.243	1	0	25	4	1	8	421	0	0
0.843	1	1	85	4	1	28	2196	0	0
0.844	1	1	85	5	1	28	2196	0	0
0.345	1	0	35	6	1	8	101	0	0
0.345	1	0	35	6	3	14	389	0	0
0.345	1	0	35	6	5	22	349	0	0
0.244	1	0	25	5	4	20	1191	0	0
0.845	1	1	85	6	1	28	2196	0	0
0.346	1	0	35	7	1	8	241	0	0
0.346	1	0	35	7	2	28	373	0	0
0.346	1	0	35	7	4	20	293	0	0
0.245	1	0	25	6	1	8	421	0	0
0.846	1	1	85	7	1	28	2196	0	0
0.347	1	0	35	8	1	8	137	0	0
